tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
8019	Oncorhynchus kisutch	109900159	0	live	LOC109900159		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG11	NC_034184.1	8893245	8897877	minus	6		
8019	Oncorhynchus kisutch	109899301	0	live	LOC109899301		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG11	NC_034184.1	8878618	8887492	minus	7		
8019	Oncorhynchus kisutch	109898344	0	live	LOC109898344		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG10	NC_034183.1	5328662	5362611	plus	6		
8019	Oncorhynchus kisutch	109893853	0	live	LOC109893853		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		LG7	NC_034180.1	7379422	7381905	minus	5		
8019	Oncorhynchus kisutch	109878957	0	live	LOC109878957		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8019	Oncorhynchus kisutch	109876599	0	live	LOC109876599		E3 ISG15--protein ligase Herc6-like	E3 ISG15--protein ligase Herc6-like		Un							
8019	Oncorhynchus kisutch	109876596	0	live	LOC109876596		E3 ISG15--protein ligase HERC5-like	LOW QUALITY PROTEIN: E3 ISG15--protein ligase HERC5-like		Un							
8019	Oncorhynchus kisutch	109871503	0	live	LOC109871503		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG27	NC_034200.1	7954133	7958238	plus	7		
8019	Oncorhynchus kisutch	109869619	0	live	LOC109869619		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG24	NC_034197.1	21463770	21466374	minus	1		
51338	Castor canadensis	109687583	0	live	LOC109687583		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8255	Paralichthys olivaceus	109642962	0	live	LOC109642962		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8255	Paralichthys olivaceus	109642663	0	live	LOC109642663		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8255	Paralichthys olivaceus	109641850	0	live	LOC109641850		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|uncharacterized protein LOC109641850		Un							
8255	Paralichthys olivaceus	109640564	0	live	LOC109640564		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8255	Paralichthys olivaceus	109638992	0	live	LOC109638992		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8255	Paralichthys olivaceus	109638208	0	live	LOC109638208		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8255	Paralichthys olivaceus	109627517	0	live	LOC109627517		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	109614667	0	live	LOC109614667		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	109614664	0	live	LOC109614664		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	109614662	0	live	LOC109614662		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG19	NC_025986.3	33793160	33797410	minus	3		
109280	Hippocampus comes	109524057	0	live	LOC109524057		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
109280	Hippocampus comes	109511802	0	live	LOC109511802		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8502	Crocodylus porosus	109315238	0	live	LOC109315238		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8502	Crocodylus porosus	109309990	0	live	LOC109309990		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
94835	Gavialis gangeticus	109296137	0	live	LOC109296137		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9691	Panthera pardus	109276952	0	live	LOC109276952		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 47-like		Un							
8128	Oreochromis niloticus	109203788	0	live	LOC109203788		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG10	NC_031975.1	11514566	11516699	minus	1		
8128	Oreochromis niloticus	109203672	0	live	LOC109203672		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG9	NC_031974.1	26510824	26511719	plus	1		
8128	Oreochromis niloticus	109203668	0	live	LOC109203668		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG9	NC_031974.1	26486172	26489188	plus	2		
8128	Oreochromis niloticus	109203663	0	live	LOC109203663		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG9	NC_031974.1	26561870	26564141	plus	1		
8128	Oreochromis niloticus	109203659	0	live	LOC109203659		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG9	NC_031974.1	26580859	26582303	plus	2		
8128	Oreochromis niloticus	109203512	0	live	LOC109203512		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG9	NC_031974.1	26429923	26445782	plus	2		
8128	Oreochromis niloticus	109202378	0	live	LOC109202378		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG6	NC_031971.1	5508841	5520012	plus	10		
8128	Oreochromis niloticus	109199826	0	live	LOC109199826		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8128	Oreochromis niloticus	109199367	0	live	LOC109199367		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8128	Oreochromis niloticus	109198453	0	live	LOC109198453		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8128	Oreochromis niloticus	109196940	0	live	LOC109196940		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG3b	NC_031968.1	37715838	37719463	plus	2		
8128	Oreochromis niloticus	109196796	0	live	LOC109196796		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG23	NC_031986.1	21061537	21062154	minus	1		
8128	Oreochromis niloticus	109196155	0	live	LOC109196155		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG3a	NC_031967.1	10787436	10788731	minus	1		
8128	Oreochromis niloticus	109195498	0	live	LOC109195498		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_031982.1	35531742	35545808	plus	2		
8128	Oreochromis niloticus	109195237	0	live	LOC109195237		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG3a	NC_031967.1	2017768	2019907	plus	2		
215358	Larimichthys crocea	109142370	0	live	LOC109142370		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
215358	Larimichthys crocea	109142015	0	live	LOC109142015	EH28_18434	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 16		Un							
215358	Larimichthys crocea	109140473	0	live	LOC109140473	EH28_21812	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 16		Un							
215358	Larimichthys crocea	109139258	0	live	LOC109139258	EH28_25377	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 16		Un							
215358	Larimichthys crocea	109138651	0	live	LOC109138651		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
215358	Larimichthys crocea	109137670	0	live	LOC109137670		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
215358	Larimichthys crocea	109137610	0	live	LOC109137610	EH28_00610	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 16		Un							
7962	Cyprinus carpio	109111757	0	live	LOC109111757		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		4	NC_031700.1	9640224	9645105	minus	6		
7962	Cyprinus carpio	109111348	0	live	LOC109111348		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		38	NC_031734.1	509032	510656	plus	3		
7962	Cyprinus carpio	109110231	0	live	LOC109110231		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		36	NC_031732.1	16770445	16771842	minus	4		
7962	Cyprinus carpio	109107729	0	live	LOC109107729		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		33	NC_031729.1	23820323	23832596	plus	11		
7962	Cyprinus carpio	109106957	0	live	LOC109106957		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		3	NC_031699.1	7051852	7053324	minus	3		
7962	Cyprinus carpio	109105310	0	live	LOC109105310		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		31	NC_031727.1	9812414	9813930	minus	5		
7962	Cyprinus carpio	109105047	0	live	LOC109105047		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		3	NC_031699.1	13803218	13804959	minus	3		
7962	Cyprinus carpio	109103965	0	live	LOC109103965		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		30	NC_031726.1	9357609	9360896	plus	7		
7962	Cyprinus carpio	109103963	0	live	LOC109103963		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		30	NC_031726.1	9337020	9345147	plus	10		
7962	Cyprinus carpio	109100506	0	live	LOC109100506		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		25	NC_031721.1	7886661	7899322	minus	3		
7962	Cyprinus carpio	109100498	0	live	LOC109100498		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		25	NC_031721.1	6788766	6789882	minus	3		
7962	Cyprinus carpio	109100057	0	live	LOC109100057		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		1	NC_031697.1	13150160	13158324	plus	8		
7962	Cyprinus carpio	109096518	0	live	LOC109096518		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		2	NC_031698.1	14068689	14078031	plus	6		
7962	Cyprinus carpio	109092536	0	live	LOC109092536		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		13	NC_031709.1	1300034	1301322	minus	2		
7962	Cyprinus carpio	109088102	0	live	LOC109088102		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109085403	0	live	LOC109085403		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109085141	0	live	LOC109085141		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109084007	0	live	LOC109084007		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109082933	0	live	LOC109082933		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109082090	0	live	LOC109082090		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109081641	0	live	LOC109081641		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109080754	0	live	LOC109080754		ubiquitin-like protein ISG15	ubiquitin-like protein ISG15		Un							
7962	Cyprinus carpio	109079603	0	live	LOC109079603		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109078720	0	live	LOC109078720		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109077421	0	live	LOC109077421		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109077353	0	live	LOC109077353		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109075689	0	live	LOC109075689		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109075557	0	live	LOC109075557		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109075343	0	live	LOC109075343		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109074362	0	live	LOC109074362		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109073695	0	live	LOC109073695		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109073084	0	live	LOC109073084		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109072919	0	live	LOC109072919		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109069870	0	live	LOC109069870		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109067857	0	live	LOC109067857		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
7962	Cyprinus carpio	109067297	0	live	LOC109067297		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109066424	0	live	LOC109066424		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109066340	0	live	LOC109066340		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109065390	0	live	LOC109065390		E3 ISG15--protein ligase Herc6-like	E3 ISG15--protein ligase Herc6-like		Un							
7962	Cyprinus carpio	109065187	0	live	LOC109065187		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109065161	0	live	LOC109065161		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109064882	0	live	LOC109064882		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		7	NC_031703.1	10379081	10395958	plus	2		
7962	Cyprinus carpio	109064850	0	live	LOC109064850		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109063544	0	live	LOC109063544		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109063230	0	live	LOC109063230		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109062705	0	live	LOC109062705		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109061837	0	live	LOC109061837		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109059430	0	live	LOC109059430		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109057530	0	live	LOC109057530		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109056232	0	live	LOC109056232		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109055289	0	live	LOC109055289		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109055053	0	live	LOC109055053		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 29-like		Un							
7962	Cyprinus carpio	109054810	0	live	LOC109054810		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109052405	0	live	LOC109052405		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		5	NC_031701.1	18007793	18008461	minus	1		
7962	Cyprinus carpio	109052364	0	live	LOC109052364		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109050396	0	live	LOC109050396		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		48	NC_031744.1	21349882	21352436	plus	4		
7962	Cyprinus carpio	109048801	0	live	LOC109048801		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		46	NC_031742.1	2784791	2787443	minus	4		
7962	Cyprinus carpio	109048612	0	live	LOC109048612		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		46	NC_031742.1	1609777	1610835	minus	2		
7962	Cyprinus carpio	109048332	0	live	LOC109048332		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		45	NC_031741.1	2291680	2302771	minus	4		
7962	Cyprinus carpio	109047020	0	live	LOC109047020		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		43	NC_031739.1	12091222	12092291	minus	4		
7962	Cyprinus carpio	109046583	0	live	LOC109046583		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		5	NC_031701.1	19507796	19531809	minus	14		
7962	Cyprinus carpio	109046426	0	live	LOC109046426		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		43	NC_031739.1	1117518	1118803	plus	2		
113540	Scleropages formosus	108941089	0	live	LOC108941089		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108939227	0	live	LOC108939227		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108937828	0	live	LOC108937828		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108932654	0	live	LOC108932654		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108932653	0	live	LOC108932653		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108930630	0	live	LOC108930630		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108928116	0	live	LOC108928116		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108927477	0	live	LOC108927477		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108925873	0	live	LOC108925873		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
113540	Scleropages formosus	108922763	0	live	LOC108922763		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin-protein ligase TRIM11-like|E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108902892	0	live	LOC108902892		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108902859	0	live	LOC108902859		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108901164	0	live	LOC108901164		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108901163	0	live	LOC108901163		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108901127	0	live	LOC108901127		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108901126	0	live	LOC108901126		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108893342	0	live	LOC108893342		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108890760	0	live	LOC108890760		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108890044	0	live	LOC108890044		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108889330	0	live	LOC108889330		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108876743	0	live	LOC108876743		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
125878	Nanorana parkeri	108804862	0	live	LOC108804862		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
125878	Nanorana parkeri	108803966	0	live	LOC108803966		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
125878	Nanorana parkeri	108803679	0	live	LOC108803679		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
125878	Nanorana parkeri	108803668	0	live	LOC108803668		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
125878	Nanorana parkeri	108803626	0	live	LOC108803626		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
125878	Nanorana parkeri	108803452	0	live	LOC108803452		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
125878	Nanorana parkeri	108802760	0	live	LOC108802760		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
